Applicant ID,Name,Education,Work Experience (Years),Skills,Certifications,Resume Keywords,Job Title,Required Skills,Experience Level Required,Industry Terms,Interview Score,Hiring Decision,Recruiter Notes
1700,Sarah Johnson,Master's,18,"Data Analysis, Project Management, Leadership, Python","Six Sigma Green Belt, AWS Certified","Data Analysis, SQL, Agile, Big Data",Business Analyst,"Machine Learning, Java, Project Management",Senior-level,Agile,9,Not Hired,Excellent technical skills
3986,Michael Brown,PhD,15,"Python, Data Analysis, Java",,"Certified Data Scientist, SQL, Cloud Computing, Agile",Project Manager,"SQL, Machine Learning",Mid-level,Agile,4,Hired,Good fit for the team
3648,Chris Lee,PhD,13,"Project Management, Data Analysis, Java",,"Excel, AWS Certified, DevOps, Six Sigma Green Belt, Big Data",Business Analyst,"Python, Java",Mid-level,Cloud Computing,9,Not Hired,Strong candidate
4927,Emily Davis,PhD,4,"Data Analysis, Excel","AWS Certified, PMP","PMP, AWS Certified, Java, Big Data, Agile, Six Sigma Green Belt",Business Analyst,"Python, Machine Learning",Entry-level,Big Data,8,Hired,Good fit for the team
7346,Michael Brown,Master's,15,"SQL, Python",,"AWS Certified, SQL, Certified Data Scientist, DevOps, Machine Learning, Six Sigma Green Belt",Software Engineer,"Python, Project Management, Machine Learning",Mid-level,DevOps,2,Hired,Excellent technical skills
1908,Chris Lee,PhD,3,"Machine Learning, SQL, Python",,"Leadership, Certified Data Scientist, Agile, Big Data",Project Manager,"Java, SQL, Python, Project Management",Mid-level,Big Data,2,Not Hired,Needs more experience
6320,Chris Lee,PhD,6,"Excel, Leadership, SQL, Java",AWS Certified,"Project Management, SQL, DevOps, Cloud Computing, Python",Data Scientist,"Project Management, Python, SQL, Machine Learning",Entry-level,Big Data,4,Hired,Strong candidate
3043,Chris Lee,Bachelor's,3,"Python, Leadership","Six Sigma Green Belt, PMP","Cloud Computing, Java, Leadership",Business Analyst,"Project Management, Python, Machine Learning, Java",Senior-level,Agile,9,Not Hired,Needs more experience
4263,Sarah Johnson,PhD,1,"SQL, Excel","Six Sigma Green Belt, PMP","Agile, Excel, Data Analysis, Leadership, Certified Data Scientist, SQL",Project Manager,"Machine Learning, Project Management, Java",Mid-level,Cloud Computing,5,Not Hired,Good fit for the team
8734,Jane Smith,Bachelor's,18,"Machine Learning, SQL, Leadership, Java",PMP,"Machine Learning, Certified Data Scientist, Six Sigma Green Belt, Project Management",Software Engineer,"Python, Project Management, SQL, Java",Entry-level,DevOps,7,Hired,Needs more experience
5081,Jane Smith,Bachelor's,10,"Excel, SQL, Leadership","Six Sigma Green Belt, Certified Data Scientist","Data Analysis, Excel, DevOps",Project Manager,"Python, Project Management, SQL",Senior-level,Cloud Computing,2,Not Hired,Strong candidate
6532,Emily Davis,Bachelor's,5,"Java, Data Analysis, Python, Machine Learning",,"Machine Learning, Six Sigma Green Belt, AWS Certified, Agile, Cloud Computing, Big Data",Business Analyst,"SQL, Machine Learning, Python",Senior-level,DevOps,10,Not Hired,Good fit for the team
9278,John Doe,Master's,19,"Python, Project Management, SQL, Java",,"Machine Learning, Java, DevOps, Excel, AWS Certified, Data Analysis",Data Scientist,"Java, Project Management, Python, SQL",Senior-level,Cloud Computing,4,Hired,Good fit for the team
6618,Jane Smith,Master's,15,"Excel, Java, SQL",PMP,"Agile, Certified Data Scientist, Machine Learning, PMP, Leadership, Data Analysis",Software Engineer,"Project Management, Machine Learning",Entry-level,Agile,8,Hired,Good fit for the team
2916,Chris Lee,PhD,12,"Project Management, SQL, Java, Leadership",AWS Certified,"SQL, Six Sigma Green Belt, Cloud Computing, Data Analysis",Software Engineer,"Java, SQL, Project Management, Python",Mid-level,Cloud Computing,4,Hired,Needs more experience
5640,Chris Lee,Bachelor's,16,"Python, Machine Learning",,"Machine Learning, Certified Data Scientist, Java, SQL",Project Manager,"Machine Learning, Project Management, Python",Entry-level,Cloud Computing,10,Hired,Needs more experience
4528,Jane Smith,Bachelor's,5,"Machine Learning, Leadership, Python","Six Sigma Green Belt, PMP","Certified Data Scientist, Leadership, Agile, Big Data, Excel, Java",Software Engineer,"Project Management, Python",Mid-level,Cloud Computing,8,Hired,Excellent technical skills
8483,Jane Smith,Master's,16,"Project Management, Data Analysis, Python, Leadership",,"AWS Certified, Java, Excel, PMP",Software Engineer,"Machine Learning, SQL, Project Management",Senior-level,Big Data,6,Not Hired,Excellent technical skills
4086,Emily Davis,PhD,14,"Machine Learning, Leadership, SQL",AWS Certified,"Leadership, PMP, Certified Data Scientist",Software Engineer,"Python, Project Management, Machine Learning, Java",Senior-level,DevOps,2,Not Hired,Needs more experience
6627,John Doe,PhD,5,"Machine Learning, Leadership, Project Management",Six Sigma Green Belt,"Data Analysis, Certified Data Scientist, Agile",Data Scientist,"Project Management, Python",Entry-level,Cloud Computing,4,Hired,Good fit for the team
8453,Chris Lee,PhD,6,"Excel, Java","Certified Data Scientist, Six Sigma Green Belt","DevOps, Machine Learning, SQL",Business Analyst,"SQL, Python",Senior-level,Cloud Computing,7,Hired,Needs more experience
3435,Sarah Johnson,Master's,18,"Python, Leadership, Java, Data Analysis, Excel","Certified Data Scientist, PMP","Excel, Leadership, Certified Data Scientist",Project Manager,"Java, Machine Learning",Senior-level,Big Data,3,Not Hired,Good fit for the team
6549,Jane Smith,Bachelor's,7,"Java, Leadership, Machine Learning",AWS Certified,"Excel, SQL, Java, Project Management, DevOps, Certified Data Scientist",Business Analyst,"Python, Java",Entry-level,Agile,1,Hired,Good fit for the team
3524,Michael Brown,PhD,17,"Excel, Data Analysis, Python, Leadership","Six Sigma Green Belt, PMP","SQL, Big Data, Python, Excel, Leadership, DevOps",Business Analyst,"Python, Project Management",Senior-level,DevOps,6,Hired,Needs more experience
1536,Emily Davis,PhD,14,"Data Analysis, SQL, Project Management, Java, Machine Learning","AWS Certified, PMP","Big Data, Machine Learning, Certified Data Scientist, PMP, Cloud Computing, DevOps",Business Analyst,"Machine Learning, Java",Senior-level,DevOps,2,Not Hired,Good fit for the team
9415,Emily Davis,Bachelor's,14,"Leadership, Excel","Six Sigma Green Belt, AWS Certified","PMP, Java, Machine Learning",Software Engineer,"SQL, Machine Learning, Java, Python",Senior-level,Cloud Computing,9,Not Hired,Excellent technical skills
9261,Chris Lee,Bachelor's,3,"Python, Leadership, Data Analysis",,"Java, Machine Learning, Big Data, Certified Data Scientist",Business Analyst,"Python, Machine Learning, Java, SQL",Entry-level,DevOps,10,Hired,Needs more experience
8644,Sarah Johnson,PhD,11,"Java, Leadership","Certified Data Scientist, AWS Certified","Agile, DevOps, Leadership, Six Sigma Green Belt, Cloud Computing",Data Scientist,"SQL, Project Management, Machine Learning, Python",Entry-level,Cloud Computing,9,Not Hired,Excellent technical skills
